date,close
2015-01-01,101.49342830602247
2015-01-02,101.7168997036801
2015-01-03,103.51227677988147
2015-01-04,107.05833649269753
2015-01-05,107.09002974325085
2015-01-06,107.1217558293525
2015-01-07,110.78018146036729
2015-01-08,112.8150509186731
2015-01-09,112.37610214680319
2015-01-10,113.96122223397512
2015-01-11,113.5343868483502
2015-01-12,113.10292734120969
2015-01-13,114.08685188434175
2015-01-14,110.76029139502616
2015-01-15,107.81045573000009
2015-01-16,107.18588067151815
2015-01-17,105.6602184308493
2015-01-18,106.78871309603984
2015-01-19,105.47266494499743
2015-01-20,103.14805754232684
2015-01-21,106.57935508016995
2015-01-22,106.62780247919687
2015-01-23,107.26285888857272
2015-01-24,104.91336251614581
2015-01-25,104.32459706709545
2015-01-26,105.04644224651518
2015-01-27,103.24445509167057
2015-01-28,104.49585112836192
2015-01-29,103.79457374852431
2015-01-30,103.71118624893775
2015-01-31,103.00777302447896
2015-02-01,107.21232939349684
2015-02-02,107.68533494402097
2015-02-03,106.06991308610917
2015-02-04,108.21500291031555
2015-02-05,106.2733156103735
2015-02-06,107.19104280038302
2015-02-07,103.77170255262347
2015-02-08,101.6153304548266
2015-02-09,102.50905292656485
2015-02-10,104.48598608655567
2015-02-11,105.32872264893561
2015-02-12,105.59742608415912
2015-02-13,105.49521869298056
2015-02-14,103.03817471224569
2015-02-15,102.09848629545628
2015-02-16,101.6772087535367
2015-02-17,104.29145320597453
2015-02-18,105.47868978511146
2015-02-19,102.452609474386
2015-02-20,103.60077741317558
2015-02-21,103.33061285234295
2015-02-22,102.47676885173104
2015-02-23,104.20012142941276
2015-02-24,106.76212047440467
2015-02-25,109.12468071263706
2015-02-26,107.94624566619179
2015-02-27,107.82782091448937
2015-02-28,108.99034777729649
2015-03-01,111.44143803154121
2015-03-02,110.98308955585063
2015-03-03,111.11177160252299
2015-03-04,109.39910165451093
2015-03-05,107.5066884063496
2015-03-06,109.631740051138
2015-03-07,112.84422010827963
2015-03-08,113.20019986511896
2015-03-09,115.70726566090302
2015-03-10,116.93053771099828
2015-03-11,116.14029820178803
2015-03-12,117.36308941280487
2015-03-13,120.93916254573679
2015-03-14,121.3675104675169
2015-03-15,124.99679777914491
2015-03-16,120.25730757096542
2015-03-17,122.40111257971587
2015-03-18,123.07520671619221
2015-03-19,122.97719201526047
