date,close,volume,SMA_10,SMA_50,RSI,volatility,target
2010-02-19,77.452609474386,25312,81.24439757393417,93.42941978874177,-0.9139972335737809,4.387856703242369,0
2010-02-20,78.10077741317558,24055,80.65587670659616,92.97156677088482,-0.8875531027580763,4.541476976195537,0
2010-02-21,77.33061285234295,35890,79.95606572693688,92.50384103385808,-0.6385842600388258,4.433347644261005,1
2010-02-22,75.97676885173104,29807,79.14400000369407,91.98313087529509,-0.5386439233243436,4.304927235589664,1
2010-02-23,77.20012142941277,21384,78.51449027733729,91.42596657402937,-0.4570740677938403,4.167499285687717,1
2010-02-24,79.26212047440467,48177,78.3868848535532,90.91940838865244,-0.3936123942058458,3.64788993998309,0
2010-02-25,81.12468071263706,29925,78.58950429527127,90.45946688631815,-0.25401371693054386,3.2619479282540413,0
2010-02-26,79.44624566619179,4089,78.71640798653678,89.90278817043463,-0.38302285048847295,2.7214203883934527,1
2010-02-27,78.82782091448937,15242,78.57004475738827,89.30304357035097,-0.3875098021546819,2.551222181425978,1
2010-02-28,79.49034777729649,40978,78.42121055660678,88.73532848296082,-0.0730640028313303,2.5156891040994216,1
2010-03-01,81.44143803154121,17433,78.8200934123223,88.18493279891216,0.2294676259740811,2.472516088260173,0
2010-03-02,80.48308955585063,34282,79.0583246265898,87.63390685306216,0.228613611890097,2.2954309515224476,0
2010-03-03,80.11177160252299,11983,79.3364405016078,87.09408373828843,0.003009713386447288,2.042848657830324,0
2010-03-04,77.89910165451093,44738,79.5286737818858,86.5003287336918,-0.25606607603134535,1.7860573790794916,1
2010-03-05,75.5066884063496,44578,79.35933047957948,85.93525667391829,-0.16402623604199107,1.698127407665647,1
2010-03-06,77.131740051138,43797,79.14629243725281,85.47168236034103,-0.06985366560263628,1.6998993739506594,1
2010-03-07,79.84422010827964,5671,79.01824637681707,85.08484914907628,0.2511911813124925,1.7156681577570863,1
2010-03-08,79.70019986511898,25133,79.04364179670979,84.73564877776165,0.36267117690232453,1.720182653746884,1
2010-03-09,81.70726566090302,44209,79.33158627135114,84.41401982905893,0.42702443765084297,1.8082045924986379,1
2010-03-10,82.4305377109983,1414,79.62560526472132,84.14317728437892,0.30039496404383215,1.9196117001281408,1
2010-03-11,81.14029820178804,48861,79.595491281746,83.90302209756815,0.02164401770997415,1.9378112568435062,1
2010-03-12,81.86308941280487,22242,79.73349126744144,83.61869678422086,0.23251746116308425,2.0061026334191703,1
2010-03-13,84.9391625457368,36184,80.21623036176283,83.40492398555166,0.553973518250757,2.2945270586737805,0
2010-03-14,84.8675104675169,39379,80.9130712430634,83.18701701713054,0.4886011381864819,2.379333462202475,0
2010-03-15,87.99679777914491,16231,82.16208218034294,83.08868572239052,0.5757208778797747,2.8384112717073364,0
2010-03-16,82.75730757096542,22849,82.72463893232569,82.90733993246793,0.237244032700076,2.8488671128497143,1
2010-03-17,84.40111257971587,42163,83.1803281794693,82.75443333913194,0.41094515913255236,2.952634759983797,0
2010-03-18,84.57520671619221,32676,83.66782886457663,82.65104837162237,0.6207808758695279,3.023392533212087,0
2010-03-19,83.97719201526047,23056,83.89482150001238,82.52067518936033,0.787274925820654,3.016036336729855,0
2010-03-20,84.16071356833149,42028,84.0678390857457,82.41799798575649,0.6511361102382267,3.023815124188954,0
2010-03-21,80.18557573912969,20947,83.97236683947986,82.24748577556032,0.06679084357932652,3.045635297484448,1
2010-03-22,79.74623196345468,46416,83.76068109454484,82.09225495433984,0.040566720613341545,3.0665845138183836,1
2010-03-23,80.46045710647817,27040,83.31281055061898,81.87721750859947,-0.07537694950494256,3.057776561948418,1
2010-03-24,83.4162451959612,47110,83.16768402346341,81.72183571363827,0.12369746641005008,2.93719111266422,0
2010-03-25,82.3797047594139,47978,82.60597472149031,81.58803154710436,0.14668036819149677,2.5024080119707905,0
2010-03-26,80.76271755362752,26282,82.40651571975653,81.38898583997062,-0.05696791901841891,2.2167043700428697,1
2010-03-27,79.75920346645846,27201,81.94232480843078,81.21870359709231,-0.4158093505411813,2.2222721274548696,1
2010-03-28,81.5900077018626,7833,81.64380490699781,81.07668289512189,-0.24470119436570315,2.1325820856350335,1
2010-03-29,82.24750992118197,5752,81.47083669758997,81.02619904249306,-0.4519516115158382,2.1233364094414626,1
2010-03-30,81.18798951364789,25507,81.17356429212161,81.0076522236695,-0.11677060055478705,2.149128229445365,1
2010-03-31,82.2145243798746,21169,81.37645915619609,81.00176165273568,-0.16848231862331886,2.1234527272561188,1
2010-04-01,82.40867947857069,45746,81.64270390770771,80.97021552057599,-0.16634039819938096,2.115972628548662,0
2010-04-02,84.34596945963646,42495,82.03125514302353,80.97056045679,0.052330780016006884,2.0869171892942417,0
2010-04-03,82.94186327188176,25930,81.98381695061559,80.94744920054445,-0.0822262333274324,2.0237604960707514,0
2010-04-04,82.28653897868622,6023,81.97450037254282,80.92327560625857,0.19838763160895212,1.570820455058682,0
2010-04-05,81.50232267242191,1982,82.04846088442227,80.9425585654621,0.16955669597179224,1.576237479204697,0
2010-04-06,78.57529277615767,15305,81.93006981539217,80.93209469507612,-0.15088032739313917,1.687771000716227,1
2010-04-07,79.16753333028682,17146,81.6878223782346,80.95190118661112,-0.3605099800920186,1.675863188442351,1
2010-04-08,79.6896438746466,12201,81.43203577358106,80.93986499998456,-0.22384972546369397,1.638443655272521,0
2010-04-09,79.69987078793152,17910,81.28322390100942,80.91428862004096,-0.0822974310464275,1.5515407716315432,0
2010-04-10,79.23069652118123,24031,80.98484111514009,80.94985036097687,-0.03553739043286441,1.5992766837857262,0
2010-04-11,76.39995503708039,24636,80.38396867099105,80.91583391345496,-0.45675857707870193,1.9033715789591297,0
2010-04-12,75.55866439154968,18314,79.50523816418237,80.8803949442391,-0.5944103969664241,2.2604149073610977,0
2010-04-13,74.87323535849615,28332,78.69837537284381,80.8583242743744,-0.566874711236423,2.52534673544196,0
2010-04-14,73.26868082005291,19330,77.79658955698048,80.7796954621872,-0.8136331095220584,2.9279303130134084,1
2010-04-15,72.94610939672089,16365,76.94096822941039,80.65337524063354,-0.8627618111577249,3.302424217528008,1
2010-04-16,73.75421111034996,44501,76.45886006282961,80.50596584858779,-0.9531690043033478,3.5414428914506284,1
2010-04-17,77.52658291277102,11108,76.29476502107804,80.46757259351938,-0.462045445207778,3.5132244268096127,1
2010-04-18,77.87573853843469,4360,76.11337448745684,80.44853094599829,-0.3726993175384905,3.435098034108258,0
2010-04-19,78.39083931988023,43553,75.98247134065171,80.42654077684996,-0.25665313152006775,3.3882078165958065,0
2010-04-20,78.24194748834789,41880,75.88359643736838,80.36255096598609,-0.013039943091683881,3.28196361400756,0
2010-04-21,74.40440505774981,49784,75.68404143943533,80.24097727602408,-0.41896019234329174,3.2597550633777455,1
2010-04-22,74.35137730685138,4625,75.56331273096549,80.12576939011063,-0.47162398097835023,2.9966675988890046,1
2010-04-23,74.47183772673343,39237,75.52317296778922,80.0572241115551,-0.46086855454267095,2.7831236648777082,1
2010-04-24,79.39832195170399,2223,76.13613708095433,80.13505678246219,0.055779390015942454,2.566966394782075,1
2010-04-25,79.01360002214176,40878,76.7428861434964,80.17269398188225,0.2756370286036258,2.3897101432688794,0
2010-04-26,79.61669470680897,10157,77.32913450314231,80.16814347385284,0.40790293834616875,2.4402774802683527,0
2010-04-27,79.54727116739849,47019,77.53120332860507,80.16508489989843,0.46596017270898926,2.4602932595790796,1
2010-04-28,77.20991509215943,38760,77.46462098397754,80.07513788852356,0.40964969409239416,2.373967273295439,1
